03982,0
08201,0
0424,0
014086,0
05816,0
03446,0
014765,0
062,1
09676,1
05076,1
03233,1
03812,2
09454,2
019916,2
02134,2
04957,2
012388,3
013822,3
012459,3
010025,3
01372,3
02863,3
011645,3
01646,3
09016,3
018209,3
08675,3
017326,3
0832,3
03033,3
05750,3
014652,3
014983,3
4970,4
03794,4
01285,4
020495,4
0274,4
018645,4
0447,4
017599,4
515060,4
06568,4
07950,4
04041,4
04246,4
013278,4
02274,4
012269,4
07,5
011029,5
082,5
01391,5
02754,5
010192,5
012908,5
08173,5
018332,5
018444,5
09773,5
09769,5
0177,5
07179,5
017250,5
017227,5
08634,5
0574,5
018993,5
017763,5
017838,5
015271,5
05316,5
06856,5
016880,5
06938,5
015633,5
02046,5
212313,5
011007,6
01171,6
012583,6
02650,6
012719,6
011720,6
01737,6
01772,6
01934,6
020240,6
08416,6
020744,6
017245,6
018538,6
08642,6
018766,6
08885,6
0722,6
016595,6
016557,6
06794,6
04315,6
04540,6
013217,6
014688,6
04718,6
014775,6
014879,6
04932,6
03915,7
01559,7
011640,7
011917,7
010720,7
019214,7
218002,7
08123,7
019564,7
019770,7
08613,7
08679,7
06046,7
07379,7
018769,7
018715,7
018812,7
0672,7
06333,7
05029,7
018963,7
0876,7
05280,7
015276,7
07904,7
04203,7
06875,7
15634,7
05703,7
03160,7
04587,7
05920,7
04833,7
04874,7
011114,8
011155,8
012589,8
02775,8
02783,8
012954,8
010415,8
01709,8
011826,8
111821,8
020062,8
020148,8
59137,8
09149,8
019228,8
010840,8
09479,8
018216,8
019533,8
020637,8
018396,8
018448,8
08474,8
018411,8
09854,8
3320,8
117464,8
18972,8
0685,8
015185,8
0766,8
015111,8
07958,8
017947,8
06779,8
06795,8
04200,8
015699,8
04505,8
03205,8
014611,8
04611,8
015965,8
02171,8
012273,8
01056,9
012428,9
03774,9
013871,9
021,9
012660,9
012626,9
01303,9
011397,9
012817,9
012892,9
012869,9
011616,9
011658,9
010396,9
01761,9
01795,9
01819,9
01852,9
09122,9
09151,9
210854,9
020444,9
018179,9
09447,9
020584,9
020530,9
019626,9
0184,9
07217,9
08573,9
019991,9
0464,9
07491,9
017423,9
017556,9
017509,9
0636,9
017600,9
017689,9
015002,9
017730,9
06481,9
016526,9
05285,9
015278,9
07992,9
05380,9
04091,9
117914,9
115345,9
014018,9
06882,9
016836,9
016896,9
03031,9
015659,9
015658,9
014372,9
04418,9
015828,9
04444,9
05789,9
014406,9
013143,9
014539,9
05908,9
05909,9
05928,9
15944,9
05955,9
013404,9
03368,9
012145,9
03554,9
04960,9
01111,10
01131,10
01140,10
03823,10
03862,10
01217,10
03893,10
013980,10
012592,10
03971,10
01329,10
02844,10
01570,10
01581,10
02972,10
011703,10
010451,10
010531,10
010507,10
011905,10
01977,10
09196,10
010882,10
018147,10
318126,10
319499,10
020481,10
018297,10
019689,10
017112,10
08431,10
018409,10
09823,10
07212,10
018541,10
28640,10
016182,10
18711,10
0468,10
06144,10
